HAddress,HAttractions,HGFW,HImages,HLanguage,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HVideos,URL
"216 To Hien Thanh, Da Nang 550000 Vietnam",3,83,,English,La Que's Apartments & Coffee,$17 ,$17 ,"$17, - ,$17","Which popular attractions are close to La Que's Apartments & Coffee?, ,What are some of the property amenities at La Que's Apartments & Coffee?, ,Which room amenities are available at La Que's Apartments & Coffee?, ,What food & drink options are available at La Que's Apartments & Coffee?, ,Is parking available at La Que's Apartments & Coffee?, ,What are some restaurants close to La Que's Apartments & Coffee?, ,Are any cleaning services offered at La Que's Apartments & Coffee?, ",,,,,,79,,5,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d19776375-Reviews-La_Que_s_Apartments_Coffee-Son_Tra_Peninsula_Da_Nang.html
"161 Chau Thi Vinh Te, Da Nang Vietnam",2,68,3,"English, Vietnamese",Hung Tuyen Hotel,$31 ,$26 ,"$26, - ,$31","Which popular attractions are close to Hung Tuyen Hotel?, ,What are some of the property amenities at Hung Tuyen Hotel?, ,Which room amenities are available at Hung Tuyen Hotel?, ,What food & drink options are available at Hung Tuyen Hotel?, ,Is parking available at Hung Tuyen Hotel?, ,What are some restaurants close to Hung Tuyen Hotel?, ,Does Hung Tuyen Hotel have an airport shuttle?, ,Does Hung Tuyen Hotel have airport transportation?, ,Are any cleaning services offered at Hung Tuyen Hotel?, ",3,11 reviews,#47 of 813 Specialty lodging in Da Nang,5,2.0 of 5 bubbles,65,Excellent,21,"Great View,Family",22,https://www.tripadvisor.com/Hotel_Review-g298085-d11070548-Reviews-Hung_Tuyen_Hotel-Da_Nang.html
"11 Khue My Dong 2 Khue My, Ngu Hanh Son, Da Nang 550000 Vietnam",6,64,,,Prana Boutique Hotel & Apartments,$52 ,$33 ,"$33, - ,$52","Which popular attractions are close to Prana Boutique Hotel & Apartments?, ,What are some of the property amenities at Prana Boutique Hotel & Apartments?, ,What food & drink options are available at Prana Boutique Hotel & Apartments?, ,Is parking available at Prana Boutique Hotel & Apartments?, ,What are some restaurants close to Prana Boutique Hotel & Apartments?, ,Are there opportunities to exercise at Prana Boutique Hotel & Apartments?, ,Does Prana Boutique Hotel & Apartments have airport transportation?, ",,11 reviews,#193 of 900 hotels in Da Nang,5,,30,Excellent,20,"Boutique,Business",,https://www.tripadvisor.com/Hotel_Review-g298085-d19431206-Reviews-Prana_Boutique_Hotel_Apartments-Da_Nang.html
"155 Tran Phu Street Hai Chau District, Da Nang Vietnam",27,92,,,Cherie Hotel,"$1,045 ",$42 ,"$42, - ,$1,045","Which popular attractions are close to Cherie Hotel?, ,What are some of the property amenities at Cherie Hotel?, ,What food & drink options are available at Cherie Hotel?, ,What are some restaurants close to Cherie Hotel?, ",,11 reviews,#416 of 900 hotels in Da Nang,3,,158,Average,60,,,https://www.tripadvisor.com/Hotel_Review-g298085-d456964-Reviews-Cherie_Hotel-Da_Nang.html
"360 Hung Vuong, Vinh Trung Thanh Khe District, Da Nang Vietnam",4,76,3,,Hoai Anh hotel Plaza,$65 ,$17 ,"$17, - ,$65","Which popular attractions are close to Hoai Anh hotel Plaza?, ,What are some of the property amenities at Hoai Anh hotel Plaza?, ,Which room amenities are available at Hoai Anh hotel Plaza?, ,What are some restaurants close to Hoai Anh hotel Plaza?, ,Are there opportunities to exercise at Hoai Anh hotel Plaza?, ,Does Hoai Anh hotel Plaza have airport transportation?, ,Does Hoai Anh hotel Plaza offer any business services?, ,Are there any historical sites close to Hoai Anh hotel Plaza?, ",3,1 review,#362 of 900 hotels in Da Nang,5,3.0 of 5 bubbles,28,Excellent,Da Nang,,8,https://www.tripadvisor.com/Hotel_Review-g298085-d15051273-Reviews-Hoai_Anh_hotel_Plaza-Da_Nang.html
"01 An Cu 6 An Hai Bac Ward, Son Tra District, Da Nang 550000 Vietnam",2,77,3,,Pedersen Hostel,$388 ,$17 ,"$17, - ,$388","Which popular attractions are close to Pedersen Hostel?, ,What are some of the property amenities at Pedersen Hostel?, ,What food & drink options are available at Pedersen Hostel?, ,Is parking available at Pedersen Hostel?, ,What are some restaurants close to Pedersen Hostel?, ,Does Pedersen Hostel have airport transportation?, ,Are any cleaning services offered at Pedersen Hostel?, ,Is Pedersen Hostel accessible?, ",22,10 reviews,#64 of 813 Specialty lodging in Da Nang,4.5,1.0 of 5 bubbles,33,Excellent,11,,3,https://www.tripadvisor.com/Hotel_Review-g298085-d14111448-Reviews-Pedersen_Hostel-Da_Nang.html
"18-20 Loseby Phuoc My, Son Tra, Da Nang 550000 Vietnam",3,77,43,,Clivia Hotel,$29 ,$17 ,"$17, - ,$29","Which popular attractions are close to Clivia Hotel?, ,What are some of the property amenities at Clivia Hotel?, ,What food & drink options are available at Clivia Hotel?, ,Is parking available at Clivia Hotel?, ,What are some restaurants close to Clivia Hotel?, ,Are there opportunities to exercise at Clivia Hotel?, ,Does Clivia Hotel have an airport shuttle?, ,Does Clivia Hotel have airport transportation?, ",14,25 reviews,#21 of 813 Specialty lodging in Da Nang,5,,34,Excellent,51,,5,https://www.tripadvisor.com/Hotel_Review-g298085-d17591909-Reviews-Clivia_Hotel-Da_Nang.html
"K35/37 Duong Dinh Nghe Son Tra, Da Nang 550000 Vietnam",12,84,,"English, Vietnamese",The Pergola Hotel,$41 ,$14 ,"$14, - ,$41","Which popular attractions are close to The Pergola Hotel?, ,What are some of the property amenities at The Pergola Hotel?, ,Which room amenities are available at The Pergola Hotel?, ,What food & drink options are available at The Pergola Hotel?, ,Is parking available at The Pergola Hotel?, ,What are some restaurants close to The Pergola Hotel?, ,Does The Pergola Hotel have airport transportation?, ,Are any cleaning services offered at The Pergola Hotel?, ",,4 reviews,#344 of 900 hotels in Da Nang,4,2.0 of 5 bubbles,80,Very good,20,"Budget,Romantic",,https://www.tripadvisor.com/Hotel_Review-g298085-d12699071-Reviews-The_Pergola_Hotel-Da_Nang.html
"166 Cao Xuan Duc Hai Chau Dist, Da Nang 550000 Vietnam",1,50,9,"English, Vietnamese",The Mirror Danang Hostel,$29 ,$19 ,"$19, - ,$29","Which popular attractions are close to The Mirror Danang Hostel?, ,What are some of the property amenities at The Mirror Danang Hostel?, ,What food & drink options are available at The Mirror Danang Hostel?, ,Is parking available at The Mirror Danang Hostel?, ,What are some restaurants close to The Mirror Danang Hostel?, ,Does The Mirror Danang Hostel have airport transportation?, ,Are any cleaning services offered at The Mirror Danang Hostel?, ,Which languages are spoken by the staff at The Mirror Danang Hostel?, ",2,2 reviews,#166 of 813 Specialty lodging in Da Nang,4.5,1.0 of 5 bubbles,10,Excellent,6,,2,https://www.tripadvisor.com/Hotel_Review-g298085-d13847035-Reviews-The_Mirror_Danang_Hostel-Da_Nang.html
"21 Thai Phien Quan Hai Chau, Da Nang Vietnam",25,92,,"English, French, Vietnamese",Hotel Kim Cuong,$26 ,$17 ,"$17, - ,$26","Which popular attractions are close to Hotel Kim Cuong?, ,What are some of the property amenities at Hotel Kim Cuong?, ,What food & drink options are available at Hotel Kim Cuong?, ,Is parking available at Hotel Kim Cuong?, ,What are some restaurants close to Hotel Kim Cuong?, ,Does Hotel Kim Cuong have an airport shuttle?, ,Does Hotel Kim Cuong have airport transportation?, ,Is Hotel Kim Cuong located near the city center?, ,Are any cleaning services offered at Hotel Kim Cuong?, ",,2 reviews,#148 of 628 B&Bs / Inns in Da Nang,4.5,2.0 of 5 bubbles,175,Excellent,14,,,https://www.tripadvisor.com/Hotel_Review-g298085-d10057191-Reviews-Hotel_Kim_Cuong-Da_Nang.html
"31 Vu Ngoc Nha Street, Son Tra District, Da Nang Vietnam",7,72,,,Denim House,$18 ,$17 ,"$17, - ,$18","Which popular attractions are close to Denim House?, ,What are some of the property amenities at Denim House?, ,What food & drink options are available at Denim House?, ,Is parking available at Denim House?, ,What are some restaurants close to Denim House?, ",,2 reviews,#321 of 628 B&Bs / Inns in Da Nang,2,,23,Poor,Da Nang,,,https://www.tripadvisor.com/Hotel_Review-g298085-d12459589-Reviews-Denim_House-Da_Nang.html
"65 Tran Phu Street, Hai Chau District, Da Nang Vietnam",27,91,10,"English, Chinese, Vietnamese",Vien Dong Guesthouse,$18 ,$17 ,"$17, - ,$18","Which popular attractions are close to Vien Dong Guesthouse?, ,What are some of the property amenities at Vien Dong Guesthouse?, ,Is parking available at Vien Dong Guesthouse?, ,What are some restaurants close to Vien Dong Guesthouse?, ,Does Vien Dong Guesthouse have an airport shuttle?, ,Does Vien Dong Guesthouse have airport transportation?, ,Are any cleaning services offered at Vien Dong Guesthouse?, ",2,6 reviews,#187 of 628 B&Bs / Inns in Da Nang,3.5,,133,Very good,8,,1,https://www.tripadvisor.com/Hotel_Review-g298085-d8300141-Reviews-Vien_Dong_Guesthouse-Da_Nang.html
"200 Haiphong Street, Da Nang Vietnam",0,70,,"English, Vietnamese",Faifo Hotel,65,Vietnam,"Vietnam,Da Nang,65","What are some of the property amenities at Faifo Hotel?, ,Which room amenities are available at Faifo Hotel?, ,What food & drink options are available at Faifo Hotel?, ,Is parking available at Faifo Hotel?, ,What are some restaurants close to Faifo Hotel?, ,Are there opportunities to exercise at Faifo Hotel?, ,Does Faifo Hotel have an airport shuttle?, ,Does Faifo Hotel have airport transportation?, ,Are any cleaning services offered at Faifo Hotel?, ,Which languages are spoken by the staff at Faifo Hotel?, ",,11 reviews,#465 of 900 hotels in Da Nang,2.5,3.0 of 5 bubbles,19,Average,65,,,https://www.tripadvisor.com/Hotel_Review-g298085-d456969-Reviews-Faifo_Hotel-Da_Nang.html
"21 Ly Thuong Kiet, Da Nang 550000 Vietnam",5,79,8,"English, Chinese, Japanese, Korean",Tien Sa Hotel,$26 ,$17 ,"$17, - ,$26","Which popular attractions are close to Tien Sa Hotel?, ,What are some of the property amenities at Tien Sa Hotel?, ,What food & drink options are available at Tien Sa Hotel?, ,Is parking available at Tien Sa Hotel?, ,What are some restaurants close to Tien Sa Hotel?, ,Are there opportunities to exercise at Tien Sa Hotel?, ,Does Tien Sa Hotel have airport transportation?, ,Is Tien Sa Hotel located near the city center?, ,Are any cleaning services offered at Tien Sa Hotel?, ,Does Tien Sa Hotel offer any business services?, ",8,6 reviews,#321 of 900 hotels in Da Nang,4,3.0 of 5 bubbles,43,Very good,50,,1,https://www.tripadvisor.com/Hotel_Review-g298085-d7362328-Reviews-Tien_Sa_Hotel-Da_Nang.html
"30 Huy Du An Hai Bac Ward, Son Tra, Da Nang Vietnam",11,88,,,10 Dollar Homestay Danang,$18 ,$17 ,"$17, - ,$18","Which popular attractions are close to 10 Dollar Homestay Danang?, ,What are some restaurants close to 10 Dollar Homestay Danang?, ",,1 review,#235 of 813 Specialty lodging in Da Nang,4,2.0 of 5 bubbles,95,Very good,Da Nang,Budget,,https://www.tripadvisor.com/Hotel_Review-g298085-d15220232-Reviews-10_Dollar_Homestay_Danang-Da_Nang.html
"435-437 Nguyen Tat Thanh, Da Nang 550000 Vietnam",7,56,,,Hoang Linh Dan Hotel,$26 ,$17 ,"$17, - ,$26","Which popular attractions are close to Hoang Linh Dan Hotel?, ,What are some of the property amenities at Hoang Linh Dan Hotel?, ,What food & drink options are available at Hoang Linh Dan Hotel?, ,Is parking available at Hoang Linh Dan Hotel?, ,What are some restaurants close to Hoang Linh Dan Hotel?, ,Does Hoang Linh Dan Hotel have airport transportation?, ",,12 reviews,#245 of 900 hotels in Da Nang,4,3.0 of 5 bubbles,85,Very good,45,,,https://www.tripadvisor.com/Hotel_Review-g298085-d8650920-Reviews-Hoang_Linh_Dan_Hotel-Da_Nang.html
"8 Le Dinh Ly St., Thanh Khe Dist., Da Nang Vietnam",2,72,,"English, Vietnamese",Huong Binh Hotel,$21 ,$17 ,"$17, - ,$21","Which popular attractions are close to Huong Binh Hotel?, ,What are some of the property amenities at Huong Binh Hotel?, ,Which room amenities are available at Huong Binh Hotel?, ,Is parking available at Huong Binh Hotel?, ,What are some restaurants close to Huong Binh Hotel?, ,Is Huong Binh Hotel located near the city center?, ",,9 reviews,#164 of 628 B&Bs / Inns in Da Nang,3.5,2.0 of 5 bubbles,25,Very good,16,Budget,,https://www.tripadvisor.com/Hotel_Review-g298085-d8144474-Reviews-Huong_Binh_Hotel-Da_Nang.html
"41 Do Bi Bac My Phu, Ngu Hanh Son, Da Nang 550000 Vietnam",5,79,,,Sunlit Sea Hotel & Apartment,$58 ,$17 ,"$17, - ,$58","Which popular attractions are close to Sunlit Sea Hotel & Apartment?, ,What are some of the property amenities at Sunlit Sea Hotel & Apartment?, ,What food & drink options are available at Sunlit Sea Hotel & Apartment?, ,Is parking available at Sunlit Sea Hotel & Apartment?, ,What are some restaurants close to Sunlit Sea Hotel & Apartment?, ",,6 reviews,#270 of 900 hotels in Da Nang,4,,93,Very good,40,,,https://www.tripadvisor.com/Hotel_Review-g298085-d17702725-Reviews-Sunlit_Sea_Hotel_Apartment-Da_Nang.html
"K10/7 Pasteur, Da Nang 550000 Vietnam",21,90,11,,Nha Homestay,$24 ,$17 ,"$17, - ,$24","Which popular attractions are close to Nha Homestay?, ,What are some of the property amenities at Nha Homestay?, ,What food & drink options are available at Nha Homestay?, ",7,4 reviews,#88 of 628 B&Bs / Inns in Da Nang,5,2.0 of 5 bubbles,120,Excellent,3,Budget,5,https://www.tripadvisor.com/Hotel_Review-g298085-d14062063-Reviews-Nha_Homestay-Da_Nang.html
"41 Tran Nhat Duat Tho Quang, Da Nang 55000 Vietnam",0,42,1,,Casa de Arte Apartment,$32 ,$17 ,"$17, - ,$32","What are some of the property amenities at Casa de Arte Apartment?, ,Is parking available at Casa de Arte Apartment?, ",12,2 reviews,#140 of 813 Specialty lodging in Da Nang,5,,19,Excellent,8,,3,https://www.tripadvisor.com/Hotel_Review-g298085-d17450154-Reviews-Casa_de_Arte_Apartment-Da_Nang.html
"22-23, Do Ba, Da Nang 550000 Vietnam",8,74,52,,Tolia Hotel Da Nang,$34 ,$17 ,"$17, - ,$34","Which popular attractions are close to Tolia Hotel Da Nang?, ,What are some of the property amenities at Tolia Hotel Da Nang?, ,What food & drink options are available at Tolia Hotel Da Nang?, ,Is parking available at Tolia Hotel Da Nang?, ,What are some restaurants close to Tolia Hotel Da Nang?, ,Does Tolia Hotel Da Nang have airport transportation?, ,Are any cleaning services offered at Tolia Hotel Da Nang?, ,Does Tolia Hotel Da Nang offer any business services?, ",52,6 reviews,#137 of 813 Specialty lodging in Da Nang,4,3.0 of 5 bubbles,160,Very good,50,,39,https://www.tripadvisor.com/Hotel_Review-g298085-d10746115-Reviews-Tolia_Hotel_Da_Nang-Da_Nang.html
"82/11 Tran Khanh Du Bac My Phu, Ngu Hanh Son, Da Nang 550000 Vietnam",2,72,,,Davi's House,$34 ,$17 ,"$17, - ,$34","Which popular attractions are close to Davi's House?, ,What are some of the property amenities at Davi's House?, ,Is parking available at Davi's House?, ,What are some restaurants close to Davi's House?, ",,2 reviews,#141 of 813 Specialty lodging in Da Nang,5,,100,Excellent,14,,,https://www.tripadvisor.com/Hotel_Review-g298085-d18314020-Reviews-Davi_s_House-Da_Nang.html
"Lot 34/9 Pham Van Dong Street, Son Tra District, Da Nang Vietnam",7,86,,,Thuy Duong Hotel,17,Vietnam,"Vietnam,Da Nang,17","Which popular attractions are close to Thuy Duong Hotel?, ,What are some of the property amenities at Thuy Duong Hotel?, ,Which room amenities are available at Thuy Duong Hotel?, ,Is parking available at Thuy Duong Hotel?, ",,1 review,#197 of 628 B&Bs / Inns in Da Nang,5,1.0 of 5 bubbles,60,Excellent,17,,,https://www.tripadvisor.com/Hotel_Review-g298085-d8261332-Reviews-Thuy_Duong_Hotel-Da_Nang.html
"23 An Thuong 27 My An Ward, Ngu Hanh Son District, Da Nang Vietnam",2,79,,,Huyen Anh Hotel,$18 ,$17 ,"$17, - ,$18","Which popular attractions are close to Huyen Anh Hotel?, ,What are some of the property amenities at Huyen Anh Hotel?, ,Is parking available at Huyen Anh Hotel?, ,What are some restaurants close to Huyen Anh Hotel?, ,Does Huyen Anh Hotel have an airport shuttle?, ",,1 review,#319 of 628 B&Bs / Inns in Da Nang,1,,64,Terrible,Da Nang,,,https://www.tripadvisor.com/Hotel_Review-g298085-d12452438-Reviews-Huyen_Anh_Hotel-Da_Nang.html
"53-55 An Thuong 4 My An Ward, Ngu Hanh Son District, Da Nang Vietnam",9,74,,,Vuon Hong Hotel & Apartment,$19 ,$17 ,"$17, - ,$19","Which popular attractions are close to Vuon Hong Hotel & Apartment?, ",,,,,,162,,Da Nang,,,https://www.tripadvisor.com/Hotel_Review-g298085-d17537839-Reviews-Vuon_Hong_Hotel_Apartment-Da_Nang.html
"49 Ton That Dam Thanh Khe, Da Nang 550000 Vietnam",3,69,,"English, Vietnamese",Smile Hotel,$17 ,$14 ,"$14, - ,$17","Which popular attractions are close to Smile Hotel?, ,What are some of the property amenities at Smile Hotel?, ,Is parking available at Smile Hotel?, ,What are some restaurants close to Smile Hotel?, ,Does Smile Hotel have airport transportation?, ,Is Smile Hotel located near the city center?, ",,,,,2.0 of 5 bubbles,16,,17,,,https://www.tripadvisor.com/Hotel_Review-g298085-d11050810-Reviews-Smile_Hotel-Da_Nang.html
"116 Ha Ky Ngo Phuoc My Ward, Son Tra District, Da Nang Vietnam",1,59,,,Danang Vie Home,$24 ,$17 ,"$17, - ,$24","Which popular attractions are close to Danang Vie Home?, ",,,,,,18,,Da Nang,,,https://www.tripadvisor.com/Hotel_Review-g298085-d20057172-Reviews-Danang_Vie_Home-Da_Nang.html
"8 Ly Thuong Kiet Street, Da Nang 550000 Vietnam",21,63,2,"English, Vietnamese",Thu Bon Hotel,$22 ,$16 ,"$16, - ,$22","Which popular attractions are close to Thu Bon Hotel?, ,What are some of the property amenities at Thu Bon Hotel?, ,Which room amenities are available at Thu Bon Hotel?, ,What food & drink options are available at Thu Bon Hotel?, ,Is parking available at Thu Bon Hotel?, ,What are some restaurants close to Thu Bon Hotel?, ,Are there opportunities to exercise at Thu Bon Hotel?, ,Does Thu Bon Hotel have an airport shuttle?, ,Does Thu Bon Hotel have airport transportation?, ,Are any cleaning services offered at Thu Bon Hotel?, ",5,5 reviews,#424 of 900 hotels in Da Nang,3,2.0 of 5 bubbles,147,Average,32,,4,https://www.tripadvisor.com/Hotel_Review-g298085-d1226625-Reviews-Thu_Bon_Hotel-Da_Nang.html
"K10/7 Pasteur, Hai Chau 1, Da Nang 550000 Vietnam",21,90,,,Maison de Lave,$24 ,$17 ,"$17, - ,$24","Which popular attractions are close to Maison de Lave?, ",,,,,,121,,Da Nang,,,https://www.tripadvisor.com/Hotel_Review-g298085-d17788686-Reviews-Maison_de_Lave-Da_Nang.html
"275 - 277 Nguyen Tat Thanh, Da Nang Vietnam",0,,,,Bien Thanh Hotel,$18 ,$17 ,"$17, - ,$18","Which popular attractions are close to Bien Thanh Hotel?, ,What are some of the property amenities at Bien Thanh Hotel?, ,What food & drink options are available at Bien Thanh Hotel?, ,What are some restaurants close to Bien Thanh Hotel?, ,Does Bien Thanh Hotel have airport transportation?, ",,,,,3.0 of 5 bubbles,0,,Da Nang,,,https://www.tripadvisor.com/Hotel_Review-g298085-d13110774-Reviews-Bien_Thanh_Hotel-Da_Nang.html
"Ha Ky Ngo 118th, Da Nang Vietnam",1,57,,,Chaca House,$26 ,$25 ,"$25, - ,$26","Which popular attractions are close to Chaca House?, ",,,,,,17,,Da Nang,,,https://www.tripadvisor.com/Hotel_Review-g298085-d20071132-Reviews-Chaca_House-Da_Nang.html
