HAddress,HAttractions,HGFW,HImages,HLanguage,HMail,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HTel,HVideos,URL
"18B/70 Nguyen Thi Minh Khai Street, Ward Dakao, District 1, Ho Chi Minh City Vietnam",20,97,NA,Vietnamese,,Chom Chom Lodge,5,Vietnam,"Vietnam,Ho Chi Minh City,5","Which popular attractions are close to Chom Chom Lodge?, ,Which room amenities are available at Chom Chom Lodge?, ,What are some restaurants close to Chom Chom Lodge?, ,Are there any historical sites close to Chom Chom Lodge?, ",NA,5,"#182 of 1,891 Specialty lodging in Ho Chi Minh City",50,NA,196,Excellent,5,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d11706043-Reviews-Chom_Chom_Lodge-Ho_Chi_Minh_City.html
"108 Nguyen Du, Ho Chi Minh City 70000 Vietnam",90,100,4,,,Nha Khach 108 Nguyen Du,45,Vietnam,"Vietnam,Ho Chi Minh City,45","Which popular attractions are close to Nha Khach 108 Nguyen Du?, ,What are some restaurants close to Nha Khach 108 Nguyen Du?, ,Are there any historical sites close to Nha Khach 108 Nguyen Du?, ",19,3,"#212 of 1,547 B&Bs / Inns in Ho Chi Minh City",45,NA,317,Excellent,45,NA,,1,https://www.tripadvisor.com/Hotel_Review-g293925-d5453932-Reviews-Nha_Khach_108_Nguyen_Du-Ho_Chi_Minh_City.html
"6/34, Nguyen Tri Phuong Phu Nhuan Ward, Hue Vietnam",13,97,16,"English, Vietnamese",,Nhat Le Hotel,$16,$10,"$10, - ,$16","Which popular attractions are close to Nhat Le Hotel?, ,What are some of the property amenities at Nhat Le Hotel?, ,Which room amenities are available at Nhat Le Hotel?, ,What food & drink options are available at Nhat Le Hotel?, ,Is parking available at Nhat Le Hotel?, ,What are some restaurants close to Nhat Le Hotel?, ,Does Nhat Le Hotel have airport transportation?, ,Is Nhat Le Hotel located near the city center?, ,Are pets allowed at Nhat Le Hotel?, ,Which languages are spoken by the staff at Nhat Le Hotel?, ,Are there any historical sites close to Nhat Le Hotel?, ",5,168,#66 of 209 hotels in Hue,40,10,96,Very good,40,"Budget,Centrally Located",,1,https://www.tripadvisor.com/Hotel_Review-g293926-d613689-Reviews-Nhat_Le_Hotel-Hue_Thua_Thien_Hue_Province.html
"65 H_ Tung M_u, Phu_ng B_n Nghe, Qu_n 1, Ho Chi Minh City 700000 Vietnam",128,100,NA,"English, Vietnamese",,Amanaki Saigon Boutique Hotel,43,Vietnam,"Vietnam,Ho Chi Minh City,43","Which popular attractions are close to Amanaki Saigon Boutique Hotel?, ,What are some of the property amenities at Amanaki Saigon Boutique Hotel?, ,Which room amenities are available at Amanaki Saigon Boutique Hotel?, ,What food & drink options are available at Amanaki Saigon Boutique Hotel?, ,What are some restaurants close to Amanaki Saigon Boutique Hotel?, ,Are there opportunities to exercise at Amanaki Saigon Boutique Hotel?, ,Does Amanaki Saigon Boutique Hotel have airport transportation?, ,Which languages are spoken by the staff at Amanaki Saigon Boutique Hotel?, ,Are there any historical sites close to Amanaki Saigon Boutique Hotel?, ",NA,3,"#291 of 1,555 hotels in Ho Chi Minh City",50,30,545,Excellent,43,"City View,Business",,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d22956435-Reviews-Amanaki_Saigon_Boutique_Hotel-Ho_Chi_Minh_City.html
"67 Ly Thuong Kiet Street Cam Chau, Hoi An 540000 Vietnam",25,91,63,,,Golden Sunset Hotel,$55,$20,"$20, - ,$55","Which popular attractions are close to Golden Sunset Hotel?, ,What are some of the property amenities at Golden Sunset Hotel?, ,Which room amenities are available at Golden Sunset Hotel?, ,What food & drink options are available at Golden Sunset Hotel?, ,Is parking available at Golden Sunset Hotel?, ,What are some restaurants close to Golden Sunset Hotel?, ,Are there opportunities to exercise at Golden Sunset Hotel?, ,Does Golden Sunset Hotel have an airport shuttle?, ,Does Golden Sunset Hotel have airport transportation?, ,Is Golden Sunset Hotel located near the city center?, ,Are any cleaning services offered at Golden Sunset Hotel?, ",34,168,#86 of 454 B&Bs / Inns in Hoi An,45,30,74,Excellent,22,Modern,,4,https://www.tripadvisor.com/Hotel_Review-g298082-d7370125-Reviews-Golden_Sunset_Hotel-Hoi_An_Quang_Nam_Province.html
"186 Nguyen Van Ba, Binh Tho Ward, Ho Chi Minh City 70000 Vietnam",NA,NA,14,,,Thu Duc Hotel,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Thu Duc Hotel?, ,What are some restaurants close to Thu Duc Hotel?, ,Is Thu Duc Hotel located near the city center?, ",1,2,"#213 of 1,547 B&Bs / Inns in Ho Chi Minh City",50,NA,NA,Excellent,NA,NA,,3,https://www.tripadvisor.com/Hotel_Review-g293925-d7226978-Reviews-Thu_Duc_Hotel-Ho_Chi_Minh_City.html
"84/34 Bui Vien Phuong Pham Ngu Lao, Quan 1, Ho Chi Minh City Vietnam",82,97,NA,,,Grace's Hostel,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Grace's Hostel?, ,What are some restaurants close to Grace's Hostel?, ",NA,2,"#275 of 1,891 Specialty lodging in Ho Chi Minh City",50,NA,488,Excellent,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d17607872-Reviews-Grace_s_Hostel-Ho_Chi_Minh_City.html
"74 Tran Hung Dao Phu Quoc Island, Duong Dong, Phu Quoc Island KP7 Vietnam",7,81,29,,,A74 Hotel,$22,$21,"$21, - ,$22","Which popular attractions are close to A74 Hotel?, ,What are some of the property amenities at A74 Hotel?, ,Which room amenities are available at A74 Hotel?, ,What food & drink options are available at A74 Hotel?, ,Is parking available at A74 Hotel?, ,What are some restaurants close to A74 Hotel?, ",6,168,#26 of 97 hotels in Duong Dong,40,20,46,Very good,15,NA,,5,https://www.tripadvisor.com/Hotel_Review-g1184679-d1735840-Reviews-A74_Hotel-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"74 Cao Trieu Phat Tân Phong, District 7, Ho Chi Minh City 700000 Vietnam",2,65,26,"English, Korean, Vietnamese",,Kingdom Service Apartment,14,Vietnam,"Vietnam,Ho Chi Minh City,14","Which popular attractions are close to Kingdom Service Apartment?, ,What are some of the property amenities at Kingdom Service Apartment?, ,Which room amenities are available at Kingdom Service Apartment?, ,What food & drink options are available at Kingdom Service Apartment?, ,Is parking available at Kingdom Service Apartment?, ,What are some restaurants close to Kingdom Service Apartment?, ,Are any cleaning services offered at Kingdom Service Apartment?, ,Are pets allowed at Kingdom Service Apartment?, ,Which languages are spoken by the staff at Kingdom Service Apartment?, ,Are there any historical sites close to Kingdom Service Apartment?, ",20,2,"#336 of 1,555 hotels in Ho Chi Minh City",50,NA,70,Excellent,14,NA,,20,https://www.tripadvisor.com/Hotel_Review-g293925-d17820166-Reviews-Kingdom_Service_Apartment-Ho_Chi_Minh_City.html
"TK 18/21, Nguyen Canh Chan, Cau Kho ward, District 1, Ho Chi Minh City Vietnam",8,73,NA,"English, Arabic",,HewaHome,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to HewaHome?, ,What are some restaurants close to HewaHome?, ,Which languages are spoken by the staff at HewaHome?, ",NA,3,"#277 of 1,891 Specialty lodging in Ho Chi Minh City",45,NA,34,Excellent,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d12334234-Reviews-HewaHome-Ho_Chi_Minh_City.html
"1A Me Linh Square, District 1, Ho Chi Minh City 70000 Vietnam",11,84,NA,,,The Saigon Floating Hotel,8,Vietnam,"Vietnam,Ho Chi Minh City,8","Which popular attractions are close to The Saigon Floating Hotel?, ,What are some restaurants close to The Saigon Floating Hotel?, ",NA,2,"#289 of 1,891 Specialty lodging in Ho Chi Minh City",50,NA,54,Excellent,8,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d1226382-Reviews-The_Saigon_Floating_Hotel-Ho_Chi_Minh_City.html
"449/46 Truong Chinh Street Ward 14, Tan Binh District, Ho Chi Minh City Vietnam",1,45,NA,,,The Escape Home & Hostel,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to The Escape Home & Hostel?, ,What are some restaurants close to The Escape Home & Hostel?, ",NA,2,"#291 of 1,891 Specialty lodging in Ho Chi Minh City",50,NA,87,Excellent,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d13966941-Reviews-The_Escape_Home_Hostel-Ho_Chi_Minh_City.html
"R4-54, 55 Hung Gia 2 Phu My Hung, Tan Phong Ward, District 7, Ho Chi Minh City Vietnam",5,66,NA,,,Phuong Anh Hotel,25,Vietnam,"Vietnam,Ho Chi Minh City,25","Which popular attractions are close to Phuong Anh Hotel?, ,What are some of the property amenities at Phuong Anh Hotel?, ,What food & drink options are available at Phuong Anh Hotel?, ,What are some restaurants close to Phuong Anh Hotel?, ,Does Phuong Anh Hotel have airport transportation?, ",NA,3,"#257 of 1,547 B&Bs / Inns in Ho Chi Minh City",50,NA,50,Excellent,25,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d2162765-Reviews-Phuong_Anh_Hotel-Ho_Chi_Minh_City.html
"28/4 Do Quang Dau street, Ho Chi Minh City 70000 Vietnam",63,94,NA,,,Ms. Thu Guest House,12,Vietnam,"Vietnam,Ho Chi Minh City,12","Which popular attractions are close to Ms. Thu Guest House?, ,What are some of the property amenities at Ms. Thu Guest House?, ,What are some restaurants close to Ms. Thu Guest House?, ,Does Ms. Thu Guest House have airport transportation?, ",NA,2,"#259 of 1,547 B&Bs / Inns in Ho Chi Minh City",50,NA,434,Excellent,12,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d12946470-Reviews-Ms_Thu_Guest_House-Ho_Chi_Minh_City.html
"14 B-C Cong Quynh, Ho Chi Minh City 700000 Vietnam",33,89,19,,,199x Cong Quynh,73,Vietnam,"Vietnam,Ho Chi Minh City,73","Which popular attractions are close to 199x Cong Quynh?, ,What are some of the property amenities at 199x Cong Quynh?, ,What food & drink options are available at 199x Cong Quynh?, ,Is parking available at 199x Cong Quynh?, ,What are some restaurants close to 199x Cong Quynh?, ,Does 199x Cong Quynh have airport transportation?, ,Are any cleaning services offered at 199x Cong Quynh?, ",25,5,"#292 of 1,891 Specialty lodging in Ho Chi Minh City",40,20,245,Very good,73,NA,,9,https://www.tripadvisor.com/Hotel_Review-g293925-d13923735-Reviews-199x_Cong_Quynh-Ho_Chi_Minh_City.html
"25/14 Nguyen Binh Khiem District 1, Ho Chi Minh City 700000 Vietnam",17,90,9,,,Golden Sands Service Apartment,22,Vietnam,"Vietnam,Ho Chi Minh City,22","Which popular attractions are close to Golden Sands Service Apartment?, ,What are some of the property amenities at Golden Sands Service Apartment?, ,What are some restaurants close to Golden Sands Service Apartment?, ,Are there opportunities to exercise at Golden Sands Service Apartment?, ,Does Golden Sands Service Apartment have airport transportation?, ",1,7,"#270 of 1,555 hotels in Ho Chi Minh City",45,NA,109,Excellent,22,Budget,,2,https://www.tripadvisor.com/Hotel_Review-g293925-d15605015-Reviews-Golden_Sands_Service_Apartment-Ho_Chi_Minh_City.html
"98B/13 Tran Phu Street, Loc Tho Ward, Nha Trang 650000 Vietnam",4,72,278,"English, Vietnamese",,Balcony Hotel,$57,$24,"$24, - ,$57","Which popular attractions are close to Balcony Hotel?, ,What are some of the property amenities at Balcony Hotel?, ,Which room amenities are available at Balcony Hotel?, ,What food & drink options are available at Balcony Hotel?, ,Is parking available at Balcony Hotel?, ,What are some restaurants close to Balcony Hotel?, ,Are there opportunities to exercise at Balcony Hotel?, ,Does Balcony Hotel have an airport shuttle?, ,Does Balcony Hotel have airport transportation?, ,Are any cleaning services offered at Balcony Hotel?, ,Does Balcony Hotel offer any business services?, ",66,168,#92 of 612 hotels in Nha Trang,40,30,26,Very good,88,Family,,33,https://www.tripadvisor.com/Hotel_Review-g293928-d8806828-Reviews-Balcony_Hotel-Nha_Trang_Khanh_Hoa_Province.html
"128 Nguyen Phi Khanh, District 1, Ho Chi Minh City Vietnam",18,92,NA,"English, Vietnamese",,Byla Studio,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Byla Studio?, ,Which room amenities are available at Byla Studio?, ,What are some restaurants close to Byla Studio?, ,Which languages are spoken by the staff at Byla Studio?, ",NA,3,"#256 of 1,891 Specialty lodging in Ho Chi Minh City",45,30,100,Excellent,NA,Mid-range,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d12927522-Reviews-Byla_Studio-Ho_Chi_Minh_City.html
"09 Thong Nhat Street, Ward 1, Vung Tau Vietnam",12,82,69,,,Muong Thanh Vung Tau Hotel,$63,$39,"$39, - ,$63","Which popular attractions are close to Muong Thanh Vung Tau Hotel?, ,What are some of the property amenities at Muong Thanh Vung Tau Hotel?, ,Which room amenities are available at Muong Thanh Vung Tau Hotel?, ,What food & drink options are available at Muong Thanh Vung Tau Hotel?, ,Is parking available at Muong Thanh Vung Tau Hotel?, ,What are some restaurants close to Muong Thanh Vung Tau Hotel?, ,Are there opportunities to exercise at Muong Thanh Vung Tau Hotel?, ,Are any cleaning services offered at Muong Thanh Vung Tau Hotel?, ,Does Muong Thanh Vung Tau Hotel offer any business services?, ,Are there any historical sites close to Muong Thanh Vung Tau Hotel?, ",41,174,#5 of 356 hotels in Vung Tau,45,40,48,Excellent,85,"Centrally Located,Modern",,11,https://www.tripadvisor.com/Hotel_Review-g303946-d3912064-Reviews-Muong_Thanh_Vung_Tau_Hotel-Vung_Tau_Ba_Ria_Vung_Tau_Province.html
"17 No. 4, St, Hiep Binh Phuoc Ward, Ho Chi Minh City 70000 Vietnam",NA,NA,17,,,Phuong Thuy Hotel,42,Vietnam,"Vietnam,Ho Chi Minh City,42","Which popular attractions are close to Phuong Thuy Hotel?, ,What are some restaurants close to Phuong Thuy Hotel?, ",1,3,"#329 of 1,555 hotels in Ho Chi Minh City",50,30,NA,Excellent,42,NA,,1,https://www.tripadvisor.com/Hotel_Review-g293925-d3357852-Reviews-Phuong_Thuy_Hotel-Ho_Chi_Minh_City.html
"Ninh Chu Beach, Yen Ninh Street Van Hai Ward, Phan Rang - Thap Cham, City, Ninh Thuan Province, Phan Rang-Thap Cham 660000 Vietnam",NA,NA,426,,,TTC RESORT - NINH THUAN,$81,$22,"$22, - ,$81","Which popular attractions are close to TTC RESORT - NINH THUAN?, ,What are some of the property amenities at TTC RESORT - NINH THUAN?, ,Which room amenities are available at TTC RESORT - NINH THUAN?, ,What food & drink options are available at TTC RESORT - NINH THUAN?, ,Is parking available at TTC RESORT - NINH THUAN?, ,What are some restaurants close to TTC RESORT - NINH THUAN?, ,Are there opportunities to exercise at TTC RESORT - NINH THUAN?, ,Does TTC RESORT - NINH THUAN have airport transportation?, ,Are any cleaning services offered at TTC RESORT - NINH THUAN?, ,Does TTC RESORT - NINH THUAN offer any business services?, ,Are there any historical sites close to TTC RESORT - NINH THUAN?, ",117,168,#1 of 42 hotels in Phan Rang-Thap Cham,40,30,NA,Very good,96,Family,,67,https://www.tripadvisor.com/Hotel_Review-g1005757-d2570316-Reviews-TTC_RESORT_NINH_THUAN-Phan_Rang_Thap_Cham_Ninh_Thuan_Province.html
"39A Co Bac Ong Lanh Ward, District 1, Ho Chi Minh City 700000 Vietnam",49,94,5,,,M.O.M Hostel & Cafe,5,Vietnam,"Vietnam,Ho Chi Minh City,5","Which popular attractions are close to M.O.M Hostel & Cafe?, ,What are some of the property amenities at M.O.M Hostel & Cafe?, ,Which room amenities are available at M.O.M Hostel & Cafe?, ,What food & drink options are available at M.O.M Hostel & Cafe?, ,Is parking available at M.O.M Hostel & Cafe?, ,What are some restaurants close to M.O.M Hostel & Cafe?, ",6,2,"#271 of 1,891 Specialty lodging in Ho Chi Minh City",50,NA,303,Excellent,5,NA,,2,https://www.tripadvisor.com/Hotel_Review-g293925-d17695655-Reviews-M_O_M_Hostel_Cafe-Ho_Chi_Minh_City.html
"129 Duong De Tham, Ho Chi Minh City Vietnam",52,93,NA,,,O'Reilly's Guesthouse,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to O'Reilly's Guesthouse?, ,What are some restaurants close to O'Reilly's Guesthouse?, ",NA,2,"#333 of 1,555 hotels in Ho Chi Minh City",50,NA,338,Excellent,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d17631110-Reviews-O_Reilly_s_Guesthouse-Ho_Chi_Minh_City.html
"15A/54 Le Thanh Ton, Ho Chi Minh City Vietnam",71,100,NA,"English, Vietnamese",,AQ House,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to AQ House?, ,What are some of the property amenities at AQ House?, ,What food & drink options are available at AQ House?, ,What are some restaurants close to AQ House?, ,Are any cleaning services offered at AQ House?, ,Which languages are spoken by the staff at AQ House?, ",NA,3,"#270 of 1,891 Specialty lodging in Ho Chi Minh City",45,20,466,Excellent,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d12124867-Reviews-AQ_House-Ho_Chi_Minh_City.html
"35 Nguyen Trung Truc, Ho Chi Minh City 70000 Vietnam",33,100,18,Vietnamese,,Independent Palace - Hotel 35,45,Vietnam,"Vietnam,Ho Chi Minh City,45","Which popular attractions are close to Independent Palace - Hotel 35?, ,What are some of the property amenities at Independent Palace - Hotel 35?, ,Is parking available at Independent Palace - Hotel 35?, ,What are some restaurants close to Independent Palace - Hotel 35?, ",2,6,"#264 of 1,891 Specialty lodging in Ho Chi Minh City",40,NA,180,Very good,45,NA,,1,https://www.tripadvisor.com/Hotel_Review-g293925-d7625675-Reviews-Independent_Palace_Hotel_35-Ho_Chi_Minh_City.html
